stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id
1126,U03604,Trilokpuri 13 Block,28.612817,77.30618299999998,1126
1127,U03637,Chand Cinema,28.612983000000003,77.3125,1127
1128,U03674,Super Bazar,28.613567,77.316317,1128
1129,U03706,Kalyan Puri Terminal,28.615167,77.31926700000002,1129
1130,U03745,Kondali Old,28.613051000000002,77.322989,1130
1131,U03711,Dallu Pura,28.60875,77.32005,1131
1132,U03734,Fire Station,28.605317,77.322683,1132
1133,U03766,Mayur Vihar Phase 3 Crossing,28.6018,77.32735,1133
1134,U03780,New Kondali A1 Crossing,28.602967,77.329133,1134
1135,U03802,Bharti Public School,28.606133000000003,77.333967,1135
1136,U03809,Mayur Vihar Phase III A1 Block,28.608717,77.33715,1136
1137,U03822,CRPF Camp,28.611833,77.339833,1137
1138,DC3942,Mayur Vihar Phase III Terminal / Paper Market,28.617233000000002,77.339567,1138
1139,DC5397,Bawana Sec 5 Cluster Depot,28.810202,77.075804,1139
1140,DC5450,Holambi Crossing,28.800838,77.084369,1140
1141,DC5451,Pragati Power Station Bawana,28.794235999999998,77.07373299999998,1141
1142,DC5452,Rajeev Ratan Aawas Bawana,28.784427,77.063506,1142
1143,DC5453,Ganga Toli Mandir Bawana,28.787065000000002,77.058352,1143
1144,DC5454,Bawana Sec 1 Crossing,28.793643,77.047639,1144
1145,DC4561,DSIDC Bawana Sec 2,28.803268,77.042608,1145
1146,U00420,Bawana Village,28.80175,77.039147,1146
1147,DC4562,Bawana Dispensary,28.800739,77.03695400000002,1147
1148,U99646,Bawana Village,28.799965999999998,77.035563,1148
1149,DC4564,Primary School,28.797786,77.033746,1149
1150,DC4565,Panchayat Ghar,28.797807000000002,77.031522,1150
1151,DC4566,Ishwar Colony,28.794709,77.030052,1151
1152,DC4567,Krishna Vihar,28.789662,77.02806600000002,1152
1153,DC4568,Bajit Pur Xing,28.784696000000004,77.024034,1153
1154,DC4569,Shri Krishna Gaushala,28.779613,77.02200500000002,1154
1155,DC4570,Prem Piyau,28.765949,77.016532,1155
1156,DC4571,Sultan Pur Xing,28.756297999999997,77.015464,1156
1157,DC4572,Chandpur Crossing,28.7512,77.0145,1157
1158,DC4573,SDM Court Kanjhawala,28.740506,77.00955400000002,1158
1159,U99795A,Kanjhawala Chowk,28.7376,77.008,1159
1160,U99794,Shivam Plywood,28.735440000000004,77.01226,1160
1161,U00372,Radha Swami Satsang / Rupali Enclave,28.73397700000001,77.02093599999998,1161
1162,DC3747,Shiv vihar/Bheem chowk,28.73345,77.02515,1162
1163,U99807A,Desu Office Karala,28.73262,77.02861,1163
1164,U00665,Sultanpuri Terminal,28.70345,77.075067,1164
1165,DC3545,Najafgarh Delhi Gate,28.61168300000001,76.985683,1165
1166,U00284,Jhatikara Crossing,28.584543,76.995717,1166
1167,DC3972,Rewla Taj Pur More,28.577467,76.996717,1167
1168,U00299,Chhawla School,28.5664,77.0004,1168
1169,DC4462,Chhawla Village Kangan Heri Road,28.561281,77.001954,1169
1170,DC4450,Rishal Vihar,28.553617,76.992947,1170
1171,DC4448,Kangan Heri - I,28.548293,76.988737,1171
1172,DC4445,Daulat Pur Crossing,28.543646999999996,76.970579,1172
1173,DC4771,Osho Dhyan Mandir Jhatikra Road,28.554267,76.972951,1173
1174,DC4455,Pandwala Crossing,28.558135999999998,76.973881,1174
1175,DC5258,Rewla Khanpur Depot,28.568671999999996,76.976514,1175
1176,U03742,Harsh Vihar,28.698617,77.32216700000002,1176
1177,U03661,Gagan Cinema,28.695759000000002,77.315365,1177
1178,U03673,Sunder Nagri,28.692859999999996,77.316135,1178
1179,U03731,Anand Gram,28.688212,77.31989,1179
1180,U03719,Anand Gram Kusht Ashram,28.688783,77.321617,1180
1181,DC3795,Tahir Pur,28.691467,77.32481700000002,1181
1182,U03767,DLF More,28.6931,77.3274,1182
1183,U03790,Shalimar Garden Crossing,28.6885,77.3303,1183
1184,U03773,New Seema Puri Depot Cluster,28.684844000000002,77.331517,1184
1185,U02619,Mori Gate Terminal,28.665861,77.22208499999998,1185
1186,U02162,Roop Nagar (GT Road),28.682636,77.197448,1186
1187,U02133,Gur Mandi,28.6849666666667,77.1959333333333,1187
1188,U02111,Rana Pratap Bagh,28.688886,77.192984,1188
1189,U02076,Gurudwara Nanak Pyau,28.6908,77.1918,1189
1190,U02017,State Bank Colony,28.6956,77.1878,1190
1191,U01996,Telephone Exchange,28.6975,77.1862,1191
1192,U01955,Gujranwala Town,28.6996,77.1845,1192
1193,U01926,Bara Bagh,28.7017,77.1828,1193
1194,DC4803,Nangli Puna,28.7729,77.14305,1194
1195,DC4804,Jain Mandir,28.777717,77.142033,1195
1196,DC4805,Budhpur GT Road,28.78185,77.14111700000002,1196
1197,DC4806,Bdo Office,28.79315,77.139833,1197
1198,DC4807,Alipur Village GT Road,28.796783,77.139433,1198
1199,DC4809,Palla More,28.803533,77.143833,1199
1200,DC4810,Bakhtawar Pur School,28.814633,77.161167,1200
1201,DC4811,Triveni Colony,28.81865,77.166167,1201
1202,DC4812,Bakhtawar Pur Village,28.822333,77.171717,1202
1203,DC4813,Bakhtawar Pur Primary School,28.82593300000001,77.174667,1203
1204,DC4814,Bakhtawar Pur Garhi,28.82955,77.17863299999998,1204
1205,DC4815,Akbar Pur Majra Crossing,28.832525,77.179075,1205
1206,DC4983,Palla Crossing,28.84347,77.180785,1206
1207,DC5232,Dahisara Border,28.857840000000003,77.18451,1207
1208,U00788,Manglapuri / Palam Village,28.589316666666694,77.08635,1208
1209,DC3630,Dwarka Flyover,28.58395,77.091533,1209
1210,U00809,Palam Colony Flyover,28.581483000000002,77.096017,1210
1211,DC3632,Prehlad Pur,28.57968300000001,77.101783,1211
1212,DC3633,Indian Oil Station,28.577583,77.108783,1212
1213,DC3634,IOL,28.57535,77.116967,1213
1214,DC3635,Palam Airport Bypass,28.56955,77.123533,1214
1215,U01285,Palam More,28.5682,77.1298,1215
1216,DC3638,NHW 8,28.5695,77.1326,1216
1217,U00761,APS Colony,28.574833,77.141583,1217
1218,U01460,APS Colony / Arjun Path,28.575266999999997,77.147183,1218
1219,U01502,Subroto Park (Arjun Path),28.574316999999997,77.151517,1219
1220,U01589,Shani Mandir / Vasant Village,28.57572,77.159058,1220
1221,U99601,Swami Malai Mandir,28.568467,77.164833,1221
1222,U01710,R K Puram Sec-5,28.563033,77.16825,1222
1223,U01730,R K Puram Sec-5,28.56055,77.17025,1223
1224,U01767,Vasant Vihar Depot,28.558916999999997,77.172067,1224
1225,U02486,Panchsheel Club,28.54318300000001,77.213617,1225
1226,U02536,Sadhna Enclave,28.542983000000003,77.216433,1226
1227,DC3667,North Point (Nursing Home),28.5428,77.2189,1227
1228,U02673,Swami Nagar,28.5423,77.2248,1228
1229,U02853,Masjid Moth,28.54085,77.236067,1229
1230,U02870,Savitri Cinema,28.54175,77.23855,1230
1231,U02938,OS Communications,28.542817,77.2415,1231
1232,U02964,Pumposh Enclave,28.5437,77.2438,1232
1233,U03089,Nehru Place Terminal,28.5481,77.2552,1233
1234,DC5068,Sec A 5 Crossing Narela,28.85772,77.10377,1234
1235,U99792Z,Karala Crossing,28.73144000000001,77.03198,1235
1236,U99791,Shaheed Bhagat Singh Nagar,28.72487000000001,77.02922,1236
1237,U99658,Madanpur Dabas,28.7164,77.0282,1237
1238,U99819Z,Mubarak Pur Crossing,28.712614000000002,77.028059,1238
1239,U99790,Rani Khera School / Bhagya Vihar,28.7095,77.028,1239
1240,U99813A,Rani Khera Village,28.70358,77.02789,1240
1241,DC4959,Rani Khera Depot Crossing,28.698024,77.02790300000002,1241
1242,DC4981,Rani Khera Depot 1,28.700471000000004,77.033335,1242
1243,U99868,New Delhi Railway Station Gate 2,28.64293,77.223781,1243
1244,DC3597,New Sabzi Mandi,28.7143,77.172217,1244
1245,U99882,Jahangirpuri GT Road,28.725467,77.16283299999998,1245
1246,U00305,Chhawla Village,28.561328000000003,77.002113,1246
1247,U00321,Sumesh Vihar,28.5579,77.0044,1247
1248,U00330,BSF Camp Chhawla,28.554225,77.006449,1248
1249,U00344,BSF Campus Chhawla,28.547717,77.009283,1249
1250,DC3960,Toll Tax Post,28.54325,77.01316700000002,1250
1251,U00369,Bamnoli Power Station,28.542016999999998,77.01853299999998,1251
1252,U00392BM,Bamnoli Crossing,28.539067,77.030783,1252
1253,DC3962,Bijwasan Railway Station,28.535651,77.043649,1253
1254,DC3961,Palam Vihar Crossing,28.532617,77.052983,1254
1255,DC3963,Shri Golok Dham Bijwasan School,28.533771,77.059297,1255
1256,DC3964,Palam Vihar More,28.533183,77.06043299999997,1256
1257,DC3965,Kapashera Village Bijwasan Road,28.52773,77.076142,1257
1258,DC3966,Kapashera More,28.530683000000003,77.086417,1258
1259,U99912A,Samalkha Crossing,28.538035999999998,77.09342,1259
1260,DC4187,The Uppal Hotel,28.536496000000003,77.101516,1260
1261,U99837,Shiv Murti (NH-8),28.535983,77.111967,1261
1262,U01113,Rangpuri,28.543991,77.118187,1262
1263,U01178,Mahipalpur Village Ext (NH-8),28.548083000000002,77.12526700000002,1263
1264,U01282,Shankar Vihar / National Highway 8,28.566633000000003,77.13395,1264
1265,U01387,APS Colony/ Jharera Gaon,28.579967,77.144817,1265
1266,U01510F,Air Force HQ / Subroto Park,28.584133,77.146033,1266
1267,U01541,Maharana Pratap Chowk,28.588067,77.1509,1267
1268,U01510A,RR Hospital,28.590066999999998,77.155817,1268
1269,DC3843,Air Force Officers Flats Dhaula Kuan,28.600966999999997,77.167867,1269
1270,U02237BP,Budha Jayanti Park,28.61538,77.17517,1270
1271,U02237RN,R Block Rajinder Nagar,28.62339,77.18004,1271
1272,NS0391,Ridge Road,28.632683,77.18875,1272
1273,DC3844,CPRTI/ Delhi Jal Board,28.63715,77.1924,1273
1274,U02237RS,Ravinder Rangshala,28.6409,77.19505,1274
1275,DC3845,Karol Bagh Gurgaon Stand,28.643833,77.1969,1275
1276,U02647,Kamla Market / Ajmeri Gate,28.6448,77.223733,1276
1277,U02714,PS Kamla Market,28.6429,77.2267,1277
1278,U01827,Rajender Nagar,28.641,77.1759,1278
1279,U01864,Shankar Road,28.6391,77.179017,1279
1280,U01944,New Rajender Nagar,28.6366,77.183683,1280
1281,U02064,Upper Ridge Road,28.632183,77.19031700000002,1281
1282,U02145,Talkatora Stadium,28.6263,77.1965,1282
1283,U02187,RML Hospital,28.62505,77.198717,1283
1284,U02266,Talkatora Road,28.6226,77.2028,1284
1285,U02323,Kendriya Terminal / Gurudwara Rakab Gunj,28.6212,77.2053,1285
1286,U02346,Kendriya Terminal (Pt. Pant Marg),28.62155,77.2062166666667,1286
1287,U02354,NDPO,28.6256,77.2064,1287
1288,U99767,Gurudwara Bangla Sahib,28.6284,77.2097,1288
1289,DC0004,Hanuman Mandir / Shivaji Stadium,28.63035,77.21405,1289
1290,U02645,Statesman House,28.6306,77.2238,1290
1291,U02683,Barakhamba Metro Station,28.6297,77.2252,1291
1292,U02753,Modern School,28.6278,77.2285,1292
1293,U02832,Mandi House,28.625767,77.23433299999998,1293
1294,U02892,Tilak Bridge,28.6255,77.2397,1294
1295,U02962,ITO,28.628183,77.24515,1295
1296,U03286,Laxmi Nagar Metro Station,28.630967,77.277767,1296
1297,U03353,Shakarpur,28.6338,77.28215,1297
1298,U03382,Shakarpur Crossing,28.635666999999998,77.28478299999998,1298
1299,U03395,Nirman Vihar Metro Station,28.637025,77.287308,1299
1300,U03447,Sawarthya Vihar,28.639416999999998,77.29195,1300
1301,U03482,New Rajdhani Enclave,28.642483000000002,77.29635,1301
1302,U03495,KarKarDooma Crossing,28.643217,77.297317,1302
1303,U03594,Hassanpur Depot,28.63618300000001,77.307233,1303
1304,U03621,Hassanpur Village,28.6363,77.3103,1304
1305,U03651,TELCO Gazipur,28.6409,77.3154,1305
1306,U03667,Gazipur Depot,28.64195,77.31581700000002,1306
1307,U03104,Air Force Station,28.511683,77.25546700000002,1307
1308,U03136,Air Force Station,28.511733000000003,77.257867,1308
1309,U03192,Tughlaqabad Village,28.509283,77.265,1309
1310,U03224,Kaya Maya Hospital,28.50825,77.269017,1310
1311,U03287,MB Road,28.5058,77.27628299999998,1311
1312,DC3901,Bawana Village,28.800310999999997,77.035267,1312
1313,U00386,Bawana Depot,28.803666999999997,77.02851700000002,1313
1314,DC3903,PS Bawana,28.806441999999997,77.022952,1314
1315,U00359,Dariyapur Kalan School Bawana,28.808878999999997,77.01478900000002,1315
1316,DC4894,Bajit Pur Crossing,28.811629999999997,77.01084399999998,1316
1317,DC5040,Nangal Thakran,28.808899,77.007976,1317
1318,DC5041,Bajitpur Village,28.808367999999998,77.003341,1318
1319,DC5042,Bajitpur Mandir,28.803187,76.99787099999998,1319
1320,DC5043,Katewara Village,28.805048,76.976832,1320
1321,DC5044,Katewara Colony,28.805794,76.969799,1321
1322,DC5045,Katewara School,28.805856,76.96633,1322
1323,DC4902,Qutub Garh Village,28.80092,76.96198000000003,1323
1324,DC4903,Jat Khor Crossing,28.790469,76.962747,1324
1325,DC4685,Divya Dham Ashram,28.788221999999998,76.962731,1325
1326,DC4687,Punjab Khor Village,28.77775,76.961383,1326
1327,DC4688,Punjab Khor Village,28.7734,76.9621,1327
1328,DC4689,Balaji Enclave,28.767583000000002,76.964667,1328
1329,DC4691,Tatesar Village,28.755728,76.968795,1329
1330,DC4692,Jonti Village,28.75315,76.9724,1330
1331,DC4693,Jonti Crossing,28.74598300000001,76.97845,1331
1332,DC5215,Jonti Village,28.74914,76.968765,1332
1333,DC5217,Jonti Enclave,28.743093,76.965878,1333
1334,DC5213,Garhi Randhala,28.727219,76.96599499999998,1334
1335,DC5211,Nizampur Village,28.71777800000001,76.961366,1335
1336,DC5209,Vanasthali Public School,28.714765000000003,76.969734,1336
1337,DC5207,Agrasen Vriddh Ashram,28.711814,76.9764,1337
1338,DC5205,Savda Village,28.710492,76.98040300000002,1338
1339,DC5203,Savda JJ Colony,28.704591999999998,76.98865500000002,1339
1340,U00289,Ghevra Village,28.696167,76.99784,1340
1341,U00273,FCI Ghevra,28.692391999999998,76.9942,1341
1342,U00275,Ghevra Crossing / Ghevra Metro Station,28.685429,76.99508399999998,1342
1343,U00301,Hiran Kudna Crossing,28.684917,77.001267,1343
1344,U00362,Mile Stone / Shiv Shankar Dharam Kanta,28.684,77.01165,1344
1345,U00379,Mundka Industrial Area / Mundka School,28.68348300000001,77.018217,1345
1346,U00393,Mundka Village (Metro Station),28.682583,77.0299,1346
1347,U00419,Mundka Village Xing,28.6825,77.035733,1347
1348,U00446,Swarn Park,28.6824,77.0408,1348
1349,U00481,Rajdhani Park,28.6823,77.0487,1349
1350,U00511,Qamruddin Nagar Terminal,28.682297,77.054221,1350
1351,DC3549,Mitraon Village,28.608589,76.94541600000002,1351
1352,U00298,Jai Vihar,28.63158300000001,77.000417,1352
1353,U00306,AirForce Station (BaniCamp),28.63355,77.00245,1353
1354,U00336,Baprola School,28.63845,77.00785,1354
1355,U00350,Baprola Village,28.640883000000002,77.011483,1355
1356,U00364,BakkarWala Crossing,28.6439,77.0167,1356
1357,U00374,Chanchal Park,28.6463,77.021333,1357
1358,DC3872,Kotla Vihar Phase II,28.648417,77.02516700000002,1358
1359,DC3877,TilangPur Kotla,28.649733,77.027233,1359
1360,U99750A,BrahmPuri Colony,28.652383,77.0325,1360
1361,DC3874,PS Ranhola,28.653616999999997,77.035433,1361
1362,DC3875,Ranhola II,28.654767,77.037983,1362
1363,U00444,Ranhola Village,28.6561,77.04065,1363
1364,U00479,Ranhola Extension,28.658483,77.043817,1364
1365,U00500,Rishal Garden,28.6619,77.048783,1365
1366,U00510,Nilothi Crossing,28.664533000000002,77.052633,1366
1367,U00524,ShivRam Park,28.667833,77.055183,1367
1368,U00534,Narain DharamKanta,28.670883,77.05775,1368
1369,U00545,Aman Puri,28.673183,77.0597,1369
1370,U00565,Kamruddin Nagar,28.6747,77.0611,1370
1371,DC3876,Nangloi Post Office,28.679883,77.066,1371
1372,U00595,Nangloi,28.681617,77.06725,1372
1373,U00615,Sultan Puri Crossing,28.682316999999998,77.068783,1373
1374,U00647A,Surajmal Stadium,28.682083000000002,77.07300000000002,1374
1375,U00716,Jwala Puri / Nangloi Depot,28.681417,77.0791,1375
1376,U00768,Inder Enclave,28.680933000000003,77.08421700000002,1376
1377,U00828,Udyog Nagar,28.6803,77.0893,1377
1378,U00881,Peera Garhi Metro Station,28.68,77.0929,1378
1379,U00897,Peera Garhi Chowk,28.6803,77.0944,1379
1380,U00905,B-Block Mangolpuri,28.6881,77.0951,1380
1381,U00847,Q-Block Mangolpuri,28.6877,77.0913,1381
1382,DC4472,Mundhela Khurd Village,28.617265000000003,76.893125,1382
1383,DC4473,Mundhela Khurd School,28.616096999999996,76.89664599999998,1383
1384,DC4470,Mundhela School II,28.614072999999998,76.89572700000002,1384
1385,DC4468,Mundhela Kalan Village,28.609679999999997,76.89358100000003,1385
1386,DC4465,Mundhela Kalan School,28.605246,76.89375600000002,1386
1387,U99773,Mundhela Crossing,28.59765,76.895133,1387
1388,U99774,Mata Din Kaur Public School,28.5977,76.8988,1388
